,Sars,Mers,Iv,Eb
MMRN2,0.0003277800130777567,2.6718665488317906e-06,,5.740238205526195e-05
CEP72,2.616129931216537e-07,,1.064160293844353e-06,
RBM43,0.0,3.0103672604275017e-05,0.0015485686383704031,0.0
MOXD1,0.0,9.239602280191204e-07,0.0,
NKX1-2,0.0002970528404440459,5.5179603430381836e-05,0.0,3.832691712750849e-06
ZBTB10,4.971043965302771e-05,2.071593148377381e-06,,
TIMM17B,0.0,,,
ITIH1,0.0,,3.253149562251089e-06,1.7579083548546857e-05
CLSPN,1.5744694716367746e-07,0.0,,
THBS2,0.0007837383256822154,9.709630919207252e-07,3.456770000554581e-06,1.9035861544235455e-05
HIPK1,1.3292250251897026e-07,,,0.0
XPNPEP3,8.813911521694012e-06,1.3514333324927367e-07,9.625446210801547e-05,0.0
PRUNE,8.516927736118898e-07,,,2.7937461874577717e-06
TUT1,0.0,,,
ATP7B,0.0,,,
TNF,0.0005201603186502035,3.8840248704270065e-06,0.0012199630119469939,
ADORA1,2.1779722028381034e-06,0.0,,0.0
THSD4,0.0,,0.0,
SMPD3,4.1826932867722146e-05,,2.660017800982808e-05,0.0005149184568043656
PLK2,5.060052167243192e-06,2.8212002412432088e-05,1.0731671040456248e-05,0.0016089980921849076
DTD1,0.0,,,
SLC44A4,0.0,0.0,1.4652669924922888e-07,
CCDC57,0.0,0.0,,9.987349287907257e-06
FBXO17,3.952977301042323e-05,3.0284253260472862e-05,1.4652669924922888e-07,1.6119610865380468e-05
STARD8,0.0,5.8208885251046e-07,,
MEFV,4.260907777262248e-06,1.2213009444155385e-05,,9.842078172654914e-05
MAPK15,1.463796406998094e-06,,,
CORO6,0.0,,1.3490295801464052e-05,
FAP,0.006181293033825128,7.676101488935566e-05,0.03274121935136486,
IFI30,3.9207629251663e-08,3.296562027732867e-06,,
GZMM,1.3663062845766895e-05,8.334965317320145e-07,1.1337356901814858e-06,2.1919826809313822e-05
NTNG2,2.1795983214425546e-05,0.0,,
RAVER1,6.340815557546697e-07,5.91044263023101e-05,0.0,1.3145812119516749e-05
EDA2R,0.00015368908608136197,9.480975504271864e-06,7.764409315804407e-06,4.887323337878255e-06
CLSTN2,5.543881958438936e-05,,6.924283096693029e-07,
PRDM11,7.286416909282459e-07,,,4.964110525789055e-05
IFNB1,0.04789184946381004,1.3881778582975695e-06,0.0006377361888834169,
CROT,2.8931686801356646e-06,,,3.7894539560027627e-06
KIF12,6.372860031629395e-07,,,0.0
SLC35F3,0.0,,5.740759330727755e-06,
NGFR,0.0005378470247114757,,,
BCORL1,0.0,,,1.1576248748202374e-05
CEACAM20,0.00028375597740534764,6.100459728954207e-06,1.884660424999645e-05,1.5117970027785506e-05
NUDT12,9.578862709593405e-06,0.0,0.0,5.020109011118915e-06
TTL,0.0,,,0.0
VPS11,0.0,0.0,,
UPB1,0.0,3.521263716739361e-05,6.925829534531328e-05,3.3137785088562044e-05
YEATS2,0.0,,,0.0
EFHC2,2.1005095133570597e-05,,2.026098218613685e-06,3.832691712750849e-06
PPIL6,5.114022248048956e-07,,0.0,
PPP4R2,6.956251902280464e-08,,2.489401549962295e-06,1.5242090287016267e-05
IL6,0.015122126604112905,0.017385381330695202,0.016404263078675773,0.0
WSCD1,2.161279166441777e-06,0.0,,0.0
SKAP2,,0.0,0.0,
GARNL3,,0.0,,
CAPNS1,,2.811020727801999e-05,1.4652669924922888e-07,0.0
AP3M1,,0.0,,
HMBOX1,,7.046208303649143e-06,6.924283096693029e-07,4.605720223886224e-05
LRRN2,,0.0,0.0,0.0
PIAS1,,3.9569890391905025e-07,0.0,0.002033571502205566
PAF1,,2.609729460894697e-07,,0.0
UNC13D,,0.0001187359484271176,,0.0
ACTR1B,,5.26593095039887e-07,4.161769973762797e-06,0.0
P4HA2,,0.0,8.855987845922657e-06,4.870873014234784e-06
DHRS3,,2.3037186978286806e-05,,
LIMK2,,0.0,,
NDE1,,0.0,0.0,
NPM3,,0.0,,
FRMD4B,,2.2378816854192317e-05,,0.0
ACTL6B,,7.644682037196346e-06,0.0,0.0
DDX17,,2.883600824563004e-06,1.2764132794226887e-06,0.0
TMCO1,,3.26055684075171e-05,8.584149555934859e-08,
RNF32,,0.0,,
CAPN5,,1.2278450183875736e-06,1.5182669226083776e-07,
CASP9,,1.4248232796253074e-06,,3.755552821876985e-05
LAMC1,,2.15713550892241e-07,0.00029893814671167753,1.844988532769261e-05
MTF2,,0.0,,
EXOSC3,,0.0,2.0790060175369305e-05,
HSP90B1,,1.206625943288184e-05,1.2585718012609845e-05,
CCDC59,,1.1193255400237018e-05,,0.00044744161415992504
CD3EAP,,3.435870334063447e-07,1.1377857655304248e-05,0.0
FBXL3,,0.0,,
SEPHS2,,0.0,2.240283429367048e-05,
ARFGAP1,,2.302406153659685e-06,,0.0
NAT14,,0.0,,
POLR2J,,2.609729460894697e-07,9.982562119206347e-07,0.0
PRICKLE1,,0.00012502467131574553,,
PJA2,,6.8827511337131925e-06,7.36043465082925e-05,4.61034204854638e-06
CPNE7,,1.1958764818536143e-07,,0.00019660085931922128
TMEM177,,0.0,1.0471787409601999e-05,
MRAS,,5.2543454638655386e-08,5.167299343249334e-06,7.513596226432103e-06
SIPA1,,0.0,,
MRPS30,,9.452280461086383e-08,1.3146118633826869e-05,
OTUD7B,,0.0,,
ZBTB11,,1.2554803011388922e-05,,
SASH1,,1.5609221042301057e-06,,
PLAGL1,,3.902633499924879e-07,,
TSSC4,,7.511819735204526e-07,,0.0
PKN1,,0.0,0.0,0.0
NCOA1,,3.492398166130323e-06,,
CDC7,,0.0,,4.294366559546294e-06
OSBP,,1.699785554507503e-05,0.00029271165677914753,2.112200087297545e-05
POPDC3,,1.4357981266689566e-06,0.0,
RASGEF1A,,1.651640522257075e-06,,
TMEM65,,1.6543044284958962e-06,,5.3889294093119166e-05
DCTN3,,7.253765258795065e-07,1.4652669924922888e-07,
KLC2,,0.0,4.096581064067312e-06,7.833901267703342e-05
VLDLR,,2.223700695795693e-06,0.0,
ATP5J2,,0.0,,
PLEKHA7,,5.8208885251046e-07,0.00010608546509242968,
SLC44A3,,1.218033478174813e-06,,0.0
SDHB,,8.150474239987114e-07,,
RIPK4,,5.687307859465489e-07,0.0,
GYS1,,0.0,,
ENO1,,0.00014120603155573416,0.0038791612736368743,0.0
TMPRSS4,,2.609729460894697e-07,,
PHOX2A,,0.0,,
CORO1B,,0.0,,
MNT,,0.0,,
TMED3,,2.2912679004520013e-05,2.4636574138003087e-06,
KTI12,,7.206340770201814e-07,,
HBP1,,1.2407558665977447e-05,1.1971396455500747e-06,
SCARB2,,0.0,,
SUV420H2,,1.99746546475007e-06,0.0,
CUTA,,0.0,,
YIPF3,,5.623678727170264e-06,2.9381957306298156e-06,1.2556866766888085e-06
DNAJC6,,0.0,,
MTUS1,,1.1295623621056599e-05,1.1971396455500747e-06,0.0
MRPL30,,1.3784119996607718e-07,,
CTH,,0.0,0.0,
CUEDC2,,2.609729460894697e-07,,
KLHL3,,1.6465596945014064e-06,0.0,
FEN1,,0.00013725036309517074,2.1561617149407457e-05,
SARS,,2.6883142781356413e-05,,
RB1CC1,,6.8827511337131925e-06,,
SCPEP1,,1.2940228263349279e-06,0.0,
ADRM1,,5.968596008130215e-05,0.0,
GPR160,,0.0,5.365919249287434e-06,
ENY2,,7.430194122344142e-07,,
AURKA,,1.635240399386582e-05,1.3434674675276916e-05,0.0
EFNA1,,2.4073865946755523e-05,,
IER3IP1,,0.0,8.584149555934859e-08,7.4428550638407374e-06
FTH1,,4.25270227908142e-06,,0.0
XRCC5,,0.0,,0.0
MRPL11,,1.763203430979085e-06,,
LDHA,,9.115698222484062e-06,0.0003568912218635264,0.0
POGZ,,1.2512120331188532e-06,0.0,1.7275876098038434e-06
KHDRBS3,,7.967041562299332e-07,,0.0
QTRTD1,,9.709630919207252e-07,,
PRPF31,,8.060637942199673e-07,,0.0
SERPINE2,,3.701974713340435e-05,0.00018450376571776733,7.228686026665545e-07
AHCYL1,,2.337205714073324e-05,2.274534564642962e-06,
AFMID,,0.0,,2.990799447893763e-05
NANOS1,,0.0,,0.0
POLR3G,,0.0,,
E2F4,,1.3255964905574403e-06,0.0,0.0
NFIB,,1.1835827198577652e-05,5.059956817176575e-06,1.384108521187742e-06
CIAPIN1,,0.0,1.1971396455500747e-06,
JAK1,,4.272999330899283e-05,1.0927459146544655e-05,1.5491953027324068e-06
MKL1,,0.0,1.2737175045765518e-06,2.2772659005444143e-05
RAB13,,2.9750293784371486e-06,,1.5186880055034423e-06
NDUFS6,,0.0,,
RASSF8,,5.2543454638655386e-08,,
PAX9,,3.868437857200883e-05,0.0004066505741331361,0.0004816886345394152
PRR15,,1.355824813080459e-06,0.0,
ABCD4,,0.0,,0.0
MPV17,,5.716329264133072e-05,,
MTHFD1L,,0.0,3.885640945354751e-06,
DCTN4,,1.1849887593871272e-05,2.8347753949606494e-05,
RAD54L2,,0.0,,
NME4,,2.609729460894697e-07,6.65507349815097e-05,
DCK,,2.485113817659293e-07,0.0,
NUP43,,1.231499945291686e-05,0.0,1.1027604888828096e-05
RNF170,,3.9569890391905025e-07,,1.1450349893280155e-05
POLG,,0.0,7.555346835304084e-06,
SQSTM1,,1.311919931445947e-05,0.0,0.0005696727152288124
BRCC3,,0.0,,0.0
ID3,,9.955829633391856e-06,4.96305070519335e-06,0.0
GIT1,,1.4054086242309762e-06,,
ZFAND6,,5.55028532774978e-07,,
ABCF3,,0.0,,
GABBR1,,1.2521613867229164e-07,,2.793568375320101e-05
TGFB2,,2.2013306132468152e-06,,0.0
ACTN4,,0.0006151886583509913,0.0005312783600024349,0.0001841151790320425
ARFIP2,,0.0,,
FOXN2,,2.0116206783052942e-05,4.070174742492411e-06,
PARD6B,,1.5898911887066978e-05,7.487918782811822e-06,1.7275876098038434e-06
RAB9B,,0.0,,0.0
USP21,,0.0,0.0,0.0
FAHD1,,6.689572310217163e-07,,
TMCO3,,0.0,,
ATPAF1,,3.9569890391905025e-07,,
MRPL41,,2.609729460894697e-07,,
KCTD12,,1.1847055962393596e-05,,2.6083536591211464e-05
DTX2,,1.958581110895883e-07,,
RPL36,,0.0,,0.0
GPRASP2,,3.9786336265916476e-06,0.0,
AMOT,,5.9142662629925906e-06,3.170800257099989e-05,0.00016019920495795198
AP1S2,,0.0,,
MMACHC,,0.0,0.0,1.9145360558482756e-05
IRF3,,1.553922840869065e-05,,
ODF2L,,7.337853919966243e-06,0.014118398039494835,1.5124028186474624e-06
JARID2,,0.0,,0.0
ETNK1,,0.0,,
WBP1,,9.927339018742685e-06,0.0,
IGFBP7,,0.0,2.130561669666279e-05,
NRM,,0.0,,0.0
ORMDL3,,4.0455762598424247e-07,,
RAPGEF1,,5.549772729046223e-06,1.5090333036849977e-05,
IDUA,,3.0397874646538505e-05,1.9174592735335494e-05,0.00022311299879613591
ECHS1,,1.2867120449453906e-06,,
PIGS,,0.0,,0.0
SMEK2,,2.609729460894697e-07,3.892594623086347e-07,
GPBP1L1,,0.0,0.0,0.0
ALDH1A2,,0.0,1.1971396455500747e-06,
E2F5,,0.0,,
CBLC,,6.386306301253488e-06,,
MTERFD3,,0.0,4.668434277918432e-06,
EGFL7,,1.2521613867229164e-07,,
PDGFC,,1.9425110728911056e-07,,
GATA6,,4.381114070791624e-06,0.0,
SLC5A3,,3.6524360942255914e-06,9.022774774164298e-05,
RPRML,,0.0,,0.0
MYLK2,,0.0,3.130256530075248e-05,
KCNK1,,1.3528297028645978e-06,,
KREMEN2,,0.0,,
DDX6,,0.0,,4.5881962782726526e-05
PRPS2,,1.1138025806932103e-05,,
FUBP1,,2.793323330546785e-06,1.3514387928502694e-05,0.0
MORF4L2,,0.00017063458127527392,4.797999671018758e-05,
MTIF2,,0.0,1.5269996394344337e-06,
GABARAPL1,,6.866669779008838e-05,0.0,7.228686026665545e-07
SUZ12,,0.0,,
CPNE8,,0.0,,
ZBTB3,,2.0093514145012948e-06,2.73857062273451e-05,
NAT8L,,0.0,0.00030588558221900504,0.0003441498725413926
PITX1,,0.0,8.968593031602894e-06,
PDZD11,,0.0,0.0,0.0
ITM2B,,3.3073630484281206e-06,2.0296625079575503e-06,6.708775751468926e-06
TMEM109,,1.311676907712286e-07,0.0,0.0
AXL,,1.1958764818536143e-07,0.0,
E4F1,,3.1054022764455022e-06,,
NF2,,0.0,,
NDUFA9,,1.232349880716038e-05,1.013283739272154e-05,
UBA52,,0.0,,
WDR13,,0.0,,
CCNB2,,0.00011898349900450349,0.0,
RPAIN,,3.7649743694770994e-06,,
GPRASP1,,3.7425086304578286e-05,0.0,
MSI2,,0.0,,0.0
CDC34,,5.488183512126233e-06,1.6684714091652753e-06,
SLK,,4.749751540970184e-06,7.5796950959554186e-06,0.0
ETFA,,9.049353398422059e-06,7.553982062168216e-05,0.0
PTPRB,,7.212247868723876e-06,,2.7937461874577717e-06
AHI1,,0.0,,0.0
THOC7,,0.0,,
AFG3L2,,0.0,4.069915196025482e-05,3.7894539560027627e-06
B3GNT1,,0.0,0.0,8.501570585225661e-06
CTNNB1,,0.0,2.3978905642978643e-05,0.0021845172130236295
AASS,,2.6535851413573345e-06,0.0,0.0
PVRL2,,0.0,,1.6349796261220797e-05
NTN4,,1.9425110728911056e-07,,
PCSK9,,1.411346290174586e-06,0.0007799540820311024,
CD9,,0.0014895072521081112,0.00040778130511002505,
CLDN1,,7.380763186631209e-07,1.10770745656878e-06,
CCNJL,,3.389652402526728e-07,0.0,2.313853866000164e-06
NUDT21,,1.931899673684836e-05,7.198826400243008e-06,5.020109011118915e-06
PSAP,,2.1581820214019017e-06,0.0,2.215029632291787e-05
RPL5,,2.9405308817311205e-06,4.696818582951342e-06,1.2245041065776527e-05
COX10,,0.0,0.0,
PYCARD,,1.94465566848486e-05,,3.6899369952476285e-06
GSTM3,,0.00016683516282578478,,
GPR84,,2.2729470326494773e-05,0.0,0.00042689482171874663
IMPAD1,,5.717075748490986e-06,8.25794371242263e-06,0.0
SPTLC1,,0.0,,
ASPH,,1.5154819810931784e-05,1.0012188204779269e-05,
SDHC,,1.9029639608413012e-06,,
VSIG1,,0.0015229927322676358,1.379021995037459e-06,4.9928301149370984e-06
NEDD4L,,1.5875517053614396e-06,9.55493147110883e-05,
IRAK1BP1,,0.0,,
TOR3A,,4.127684961275684e-05,0.0,
PUS3,,0.0,3.67016693993116e-05,
AURKAIP1,,1.6167284392371496e-06,,
FBXL18,,0.0,1.56307333805556e-05,5.4633440169685054e-05
FUT11,,0.0,,9.686072234862176e-05
KLHL21,,0.0,,0.000539801955125585
RGS10,,8.993952876087333e-07,,
SRPX2,,0.0,,
FZD4,,1.9677165630548355e-06,1.1815008843185278e-05,0.0
PEBP1,,0.0,,0.0
CHM,,1.1736151734695434e-05,2.028835366830791e-06,0.0009662683340665168
SDF4,,0.0,,1.2652613191028658e-05
TTYH3,,0.0,,6.892820681040967e-06
RHBDF1,,2.396394232915393e-06,0.0,1.5965567758056578e-06
TAX1BP3,,0.0,,0.0
SEC23A,,0.0,2.2829511908834903e-06,
BIK,,1.274687758916057e-06,0.0,4.7375424917636e-05
TBCA,,0.0,,
GNB2L1,,2.2803873688298546e-05,0.00011279650194019128,
CLSTN3,,0.0006192660938598135,,
LY86,,4.5145666627935296e-05,2.3592815989611096e-05,0.00018922218877294314
ABCB9,,0.0,0.0,0.0
NTHL1,,0.0,,
PRKACA,,0.0,,
TANK,,4.747443327403626e-06,6.3280669249028206e-06,
STX3,,2.402719072803172e-05,1.1971396455500747e-06,4.9262762248919844e-05
SHOC2,,0.0,,
SERPINB5,,0.0,,0.0
PITPNC1,,2.467402931643196e-06,,
CEP68,,6.755909720434072e-06,2.928382253798885e-05,0.0
GLTSCR2,,0.0,,
KCTD5,,5.815504334959355e-06,0.0,1.2855514855975714e-05
ATP5A1,,0.00011746319434537173,2.2576077871236798e-05,
RIBC2,,0.0,,0.00011148252105520971
WSB1,,5.542798068948016e-06,0.0,0.0
SHANK2,,5.5993041618033795e-06,1.1592810760554577e-05,
NUDT4,,2.8246464669887172e-06,0.0,0.0
FNBP1,,1.2046630968290914e-06,0.0,1.6286063794044541e-06
NPNT,,1.927526475171281e-05,,
KIFC2,,2.818471268192917e-05,,0.0
HMGA1,,0.00023545516076509777,6.024679320016884e-05,2.5853803847383284e-06
TRIM2,,0.0,1.5182669226083776e-07,2.3690312710584686e-05
MTX1,,1.6167284392371496e-06,,
MAPK12,,2.3211353293444884e-07,,0.0
SORBS3,,0.0,,
CYC1,,4.901332421846312e-06,1.4652669924922888e-07,
VAT1,,9.024451435270595e-06,2.4163354390021444e-05,1.0065665196800904e-05
SREBF2,,1.327422091747893e-06,,0.0
PPP2R5A,,0.0,0.0,
TASP1,,0.0,,
CANT1,,0.0,0.0,
PLAU,,1.815275734899301e-06,4.288543773934955e-05,
PPM1G,,3.309366039515813e-05,4.146624939946884e-05,
HLTF,,6.716508314158469e-07,6.341293749047157e-06,0.0
DND1,,2.966993792984091e-07,1.585961103310211e-05,4.9902738155404596e-05
TCF7L2,,2.844700358690815e-06,1.0452825846478096e-05,4.1550044553397145e-05
DCTN1,,0.00020624665059935305,4.383002584892316e-05,0.0002668460644502537
SLC43A3,,0.0,9.484836188587343e-06,
ARL8A,,0.0,1.0471787409601999e-05,0.0
ACE,,0.0,1.1033257021615761e-05,
ATG4A,,0.0,,
IGBP1,,0.0,,4.499239514166753e-06
DST,,3.180645052181101e-05,0.00010793686476725972,0.0
APOA1BP,,5.033973462749401e-07,,
PINK1,,2.602369734293285e-05,0.0,
USP16,,4.4679484172077414e-07,,0.0
PLTP,,0.000136673820817655,,
SLC4A2,,6.05162383213109e-07,,1.1739097255709976e-05
MICALCL,,1.0228607807587022e-05,7.709919225636293e-07,
NUBP1,,1.938483899559085e-06,,
URM1,,0.0,2.9381957306298156e-06,
TPCN1,,4.619203080018413e-06,,1.269365368439945e-06
CUL2,,0.0,0.0,
VAMP4,,1.043642748148131e-06,,
DGAT1,,5.999219364556527e-07,,7.228686026665545e-07
SEMA4D,,3.8141790534165154e-07,9.232959923878535e-07,
TSPAN8,,5.350348921889251e-06,3.386723728365081e-06,
ALDH18A1,,0.0,,
SLC35D2,,3.7421616815381297e-07,,
TNKS1BP1,,1.5442855549439268e-06,2.6365601941708672e-05,2.813021284543997e-05
PNO1,,2.4041012974279743e-06,,
THSD1,,1.1958764818536143e-07,2.879215156071896e-06,
FBXO46,,0.0,5.793350293815751e-07,
PCOLCE,,0.0,,1.1154422464413086e-05
ENDOD1,,0.0,,
ACTR1A,,1.6167284392371496e-06,,
UGP2,,6.591124666678829e-07,,
BHLHB9,,0.0,,
GRAMD1B,,7.615775217911007e-08,,
TTLL4,,0.00024023972554495168,2.9381957306298156e-06,
HEATR2,,0.0,0.00016262387946250166,
PDE7A,,2.844478052033748e-06,0.0,
KPNB1,,2.493966916086925e-06,1.4669666616751379e-05,0.0
HPCA,,4.034366510516812e-08,0.0,1.8851514956280136e-06
DOCK9,,0.0,,0.00010254455430931619
GSS,,2.609729460894697e-07,,
NPTN,,1.4754218305555211e-06,2.201473571363976e-05,0.0
DERA,,6.05162383213109e-07,,
THUMPD2,,6.8782607254589966e-06,,
ARFGEF1,,0.00012724690864439561,0.0,0.0
DVL2,,8.575318459588065e-07,0.0,0.0
TCF7,,0.0,0.0,
USMG5,,0.0,,
ILVBL,,2.2131965847006457e-05,0.0,
LGALS3,,4.998918720077905e-06,,2.5276590049177392e-05
KNTC1,,0.0,,0.0
TUBG1,,1.849530344018495e-06,0.0,
SBNO2,,7.297950885547865e-05,1.726091184740149e-06,0.0
GOLGA4,,7.231330187956376e-06,0.0,
LONRF1,,0.0,0.0,
EIF4G3,,9.165810250792558e-06,6.0055110331380446e-05,8.009256132039958e-05
SPDEF,,1.2521613867229164e-07,,
GTF2H5,,0.0,,
LARP1,,9.452280461086383e-08,,0.00015250724402804126
LXN,,6.610000926021695e-05,8.453342150224911e-07,
TBC1D1,,0.0,3.14232555733364e-05,4.5193205374989156e-05
SYTL1,,3.092025203089167e-06,,
IPO4,,0.0,,2.1705741720783805e-05
SNX10,,4.619203080018413e-06,,7.228686026665545e-07
SEC31A,,1.5807116096693807e-07,2.010975900909191e-05,
SALL2,,0.0,6.336972762517928e-06,6.832306490211232e-06
ARFRP1,,0.0,0.00031851970805362557,8.516635724396214e-06
MRFAP1,,7.316957047361444e-06,0.00011797365549444207,0.0
ERP29,,4.611509640713145e-05,2.7472659769460322e-06,8.586190482463111e-05
MBD3,,0.0,,
GTPBP6,,0.0011056706863973175,9.258150306029385e-05,
MYCBP,,1.311676907712286e-07,,0.0
ACTN1,,0.00010900095438829171,0.00029763331642526604,0.00043197629408791297
SCARA3,,0.0,,2.7937461874577717e-06
PSRC1,,1.3784119996607718e-07,,
SFT2D3,,0.0,3.765895836246392e-05,
RRAGC,,3.910030749471881e-06,,3.6350773663994695e-05
CKS2,,3.597657231428197e-05,,
RIN1,,0.0,,
SLC35A2,,2.0719356257482234e-05,,
IRF5,,7.122416282960841e-07,9.5517671522752e-06,0.0
GTF2H1,,0.0,,
CTSA,,7.5032562011650025e-06,,4.022489041953507e-05
TEX261,,2.4089169273333613e-06,3.892594623086347e-07,0.0
ESRRA,,0.0,,
BMPR2,,4.112922683768141e-06,9.953486084915211e-06,
NGEF,,4.67950533697875e-06,,0.0
GLRX2,,6.044309568847725e-08,,
ACTG1,,0.00040958330924698044,0.0005312783600024349,2.426460191651666e-05
PPFIBP1,,2.328487163768045e-05,3.6926004528608e-05,
MRPS18C,,1.5545729072445223e-06,,
MESDC2,,0.0,,
PUS7,,0.0,,
SPOCK2,,5.325743776815039e-05,8.081833440608661e-05,1.6137326816370314e-05
MMP15,,2.9511043605362565e-05,,1.6286063794044541e-06
LRRFIP2,,0.0,,
SMURF2,,2.7482839711896037e-06,,
DISP2,,1.2604021404153906e-06,,
RGL1,,1.8519251054729778e-06,,
RNASEH2B,,6.05162383213109e-07,,
ING2,,0.0,0.0,
ARL6IP6,,9.672599088950188e-06,7.928420409493492e-06,
DENND3,,9.487618942799276e-06,,1.660056441480473e-05
PELI2,,1.6746140327372919e-06,2.4625334436791184e-06,1.996256956136114e-05
RC3H2,,9.883754684602448e-07,0.0,2.5853803847383284e-06
NSMCE1,,4.767922090722104e-06,0.0,0.0
ATP6V1G1,,0.0,2.6182630486943313e-06,
STXBP6,,5.9142662629925906e-06,,
RDX,,5.90075024377732e-05,4.276147328993081e-05,
CIZ1,,0.0,,0.0
SNRPD1,,2.609729460894697e-07,,0.0
TFDP2,,7.463970220587306e-06,,
MATN4,,4.86876171665948e-07,1.726091184740149e-06,
MELK,,1.0982772284704537e-05,,
IL17RE,,3.664037823391106e-05,6.341628398666144e-06,0.02737523622440901
ADAMTS14,,0.0,,
TOR1AIP1,,1.9350708114036084e-08,,
RBM14,,3.535071533942685e-05,0.00013692688498961807,3.934251981314485e-06
GARS,,0.0,1.1193439359620874e-06,
CYFIP2,,0.0,,
RAD52,,0.0,,1.2556866766888085e-06
ZBTB9,,0.0,,0.0
PHB,,4.27004745379522e-06,4.332709376316054e-05,
LYAR,,0.0,4.34517091444908e-06,
NEK7,,0.0,4.096581064067312e-06,0.0
ITGAV,,4.610057839834851e-06,1.064160293844353e-06,7.228686026665545e-07
SETD7,,8.38440731700055e-06,,0.0
ACPL2,,5.24613411878152e-07,,1.0378887998742866e-05
CDC123,,1.976855611732859e-06,,
RETSAT,,2.706318318169588e-06,,
VILL,,1.2553704216129205e-05,1.433085688284833e-05,
CTSK,,1.5103162778207469e-05,,
TNFRSF11B,,1.0618404052065517e-05,1.8942323571305447e-06,
FYTTD1,,0.0,,
CNFN,,0.0,1.1337356901814858e-06,5.8564797134030625e-06
CPEB1,,0.0,3.0967093511523644e-06,
SLC3A2,,0.0011959958454857051,0.0007087967257802873,2.5637872710974317e-05
SPINK5,,1.9350708114036084e-08,,
GUK1,,1.7485747048208632e-06,1.844014115160331e-05,
SACM1L,,0.0,9.894157227490954e-06,
PTMA,,2.6596014983052977e-05,1.0087770657368231e-05,5.732376536828429e-05
PLEKHH3,,2.237207698665009e-05,,
UBE2Z,,0.0,,
CAP1,,2.3122338216726016e-06,2.6286564071314016e-05,
EHD3,,0.0,,
BUB1,,1.1972289328074376e-06,0.0,
ID1,,6.507925827557521e-06,0.0,4.61331731106389e-06
PPP2CA,,1.3488038631848245e-06,,
SPAG9,,1.411346290174586e-06,,9.321861707386318e-06
LILRB4,,0.00011828573607866977,0.0002563564499597312,
PNRC1,,7.157334440596805e-05,,7.376194086031427e-05
TARDBP,,0.0,3.005419571141424e-06,1.8942594550094818e-05
MOSPD1,,2.609729460894697e-07,,0.0
VKORC1,,5.0051290050547686e-05,,
C1GALT1,,9.236118677673791e-07,,
UBE4B,,0.0,,
ERCC1,,2.609729460894697e-07,,
FOXP1,,9.225981756073683e-06,0.00039898607046629674,0.0007505258160379518
SECISBP2,,1.3528297028645978e-06,,
SULF2,,0.0,2.237550343610844e-06,
RASSF7,,0.0,0.0,
COBL,,4.8840161738677745e-06,,
CCNI,,0.0,,1.6286063794044541e-06
EIF4A1,,1.8956428185020304e-05,5.150601022878411e-05,
STK4,,1.2370368652765141e-05,0.0,2.022001228546452e-05
LEO1,,5.1268250804194136e-06,,
TUFT1,,1.7233986452310585e-06,,8.057962648378262e-06
CHERP,,0.0,3.434455664697085e-05,1.5255447124428337e-05
HUWE1,,1.5393569523367684e-06,0.0002311197558710476,0.00011934584045851914
STUB1,,3.2649461618478873e-05,1.4652669924922888e-07,
RRBP1,,1.380803231466556e-05,,1.972369986736829e-06
LONP1,,3.8930984810861135e-06,,3.519747434419056e-05
RCC2,,1.6587072434792659e-06,,7.228686026665545e-07
DHX32,,9.452280461086383e-08,0.0,
FCGRT,,3.205392852890335e-06,,
GPC1,,2.9592222357100324e-06,0.0,1.5302495801586676e-05
KIFAP3,,0.0,1.3219735277091455e-06,
LIMK1,,8.334965317320145e-07,,0.0
BZW2,,4.1855949890239533e-07,,0.0
NSUN4,,7.911300016921696e-07,2.9381957306298156e-06,8.710287370211803e-05
RAF1,,0.0,,
RHOBTB2,,2.609729460894697e-07,,2.313853866000164e-06
OIP5,,5.021963997280486e-06,,
PEF1,,5.26593095039887e-07,,
BANK1,,3.7800363482822185e-07,,
HSD17B11,,8.439792656915568e-05,0.0,
FBXO44,,0.0,,0.0004870199107874785
ALDH9A1,,2.2525070601440373e-05,3.699282318164788e-06,
LACTB,,9.452280461086383e-08,,
SDC1,,0.0,,
APBB2,,3.7421616815381297e-07,4.070174742492411e-06,
ABHD8,,3.0304032105754486e-06,,0.0
NCAPD2,,2.2973592883390953e-05,,0.0
GABARAP,,0.00016035100744789902,0.00018728714699353525,0.0
TMEM176B,,0.0,,0.0
RPL3,,9.925081813498741e-08,0.0,
CNBP,,0.0,2.240283429367048e-05,0.0
ITPR1,,2.228919097573399e-06,1.0617593686034243e-06,
TATDN3,,0.0,8.842390587016746e-06,2.773855587135353e-05
LGALS7,,3.7421616815381297e-07,4.569131261143139e-06,0.00017044573542862785
